"12-13-2024","Physical Inventory Report by Department","","Raleigh","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"Department","Class","Product Number","Product Description","Product Division","QOH Before","QOH After","Cost Before","Cost After","Count Variance","Cost Variance","QA","QOO","Zone","Shelf","Bin","Aisle","Reorder"
"Siding","Special Order","NSSO03740","2” stainless steel ring shank siding nails","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03741","2” stainless steel finish trim nails","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03742","2"" stainless steel ring shank siding nails","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03743","2"" stainless steel finish trim nails","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03744","1X4 PVC GABLE PEDIMENT SPOKED 6' BASE 10/12 PITCH NO TAIL","","-1","-1","-156.00","-156.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03745","VICTORIA HARBOR BEADED 6.5 SIDING
**SAVANNAH BLUE**","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03746","LABOR TO INSTALL COLUMN","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03747","SUPPLY AND INSTALL PVC COLUMN BRACKET","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03748","LABOR TO INSTALL QUICKPOST","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03749","LABOR TO INSTALL FLAT HANDRAIL (PRICE IS
p/LF)","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03750","LABOR TO INSTALL STEP RAILS (PRICE IS p/LF)","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03751","LABOR TO INSTALL COLUMN","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03752","LABOR TO INSTALL QUICKPOST","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03753","LABOR TO INSTALL FLAT HANDRAIL (PRICE IS
p/LF)","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03754","LABOR TO INSTALL FLAT HANDRAIL (PRICE IS
p/LF)","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03755","LABOR TO INSTALL STEP RAILS (PRICE IS p/LF)","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03756","10' STAIR RAIL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03757","LABOR TO INSTALL STEP RAILS (PRICE IS p/LF)","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03758","Trip charge","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03759","1 3/4"" 30# NAILS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03760","ROYAL UNIVERSAL OUTSIDE CORNER POST","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03761","5/8"" J CHANNEL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03762","VICTORIA BEADED 6.5 SIDING","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03763","FINISH TRIM","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03764","Mastic Ovation Dutchlap 4.5 Siding 
Scottish Thistle","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03765","INSIDE CORNER POST","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03766","CERTATRIM
1 X 12 X 18","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03767","CERTATRIM
1 X 4 X 18","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03768","CERTATRIM
1 X 8 X 18","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03769","MID AMERICA MOUNT MASTER JUMBO BLOCK","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03770","MID AMERICA MOUNT MASTER BLOCK SQUARE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03771","MID AMERICA MOUNT SPLIT MINI METER BASED","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03772","STEEL STARTER STRIPS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03773","ROYAL Builder T4 SOLID SOFFIT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03774","LABOR TO INSTALL COLUMN","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03775","1 3/4 30 LB BOX ROOFING  NAILS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03776","ROYAL UNIVERSAL OUTSIDE CORNER","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03777","CERTAINTEED 5/8 J CHANNEL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03778","CERTAINTEED 5/8  J CHANNEL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03779","B & B VERTICAL SIDING  NATURAL ALMOND","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03780","VICTORIA HARBOR 6.5 BEADED SIDING","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03781","HARDIE 7.25 X 12SM","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03782","DAT TREATED 2 X 8 X 16","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03783","FINISH TRIM","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03784","3/4 ICP  26VF364NA","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03785","CERTATRIM - 1X10X18","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03786","CERTATRIM - 1X12X18","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03787","CERTATRIM - 1X4X18","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03788","CERTATRIM - 1X6X18","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03789","CERTATRIM - 
1X8X18","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03790","Mastic Ovation Dutchlap 4.5 siding Everest","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03791","1/2"" x 4FT X 10FT AZEK PVC SMOOTH SHEETS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03792","Labor To Install Column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03793","MID AMERICA MOUNT MASTER JUMBO BLOCK","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03794","Labor to Install Column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03795","VICTORIA HARBOR BOARD AND BATTEN SIDING","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03796","VICTORIA HARBOR BOARD AND BATTEN SIDING
*GEORGIAN GREY*","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03797","ROYAL T4 SOLID SOFFIT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03798","Labor to Install column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03799","1 3/4 ROOFING NAILS 30 LB BOX","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03800","ROYAL UNIVERSAL OUTSIDE CORNER","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03801","VARIFORM 5/8 J CHANNEL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03802","VERIFORM 5/8 J CHANNEL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03803","VARI 10 ' B&B","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03804","VICTORIA HARBOR  6.5 BEAD","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03805","FINISH TRIM","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03806","INSIDE CORNER POST","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03807","CERTATRIM PVC 1X10X18","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03808","CERTATRIM PVC 1X12X18","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03809","CERTATRIM PVC 1X4X18","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03810","3.5 X 3.5 SQ Column Wrap 10' Section no Cap/base","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03811","CERTATRIM PVC 1X6X18","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03812","CERTATRIM PVC 1X8X18","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03813","MID AMERICA MOUNT MASTER JUMBO","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03814","MID AMERICA MOUNT MASTER BLOCK SQUARE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03815","MAB SPLIT MINI","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03816","3.5 X 3.5 SQ Column Wrap 10' Section no Cap/base","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03817","POLY SMOOTH COIL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03818","ROYAL BUILDER T4 SOLID SOFFIT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03819","Labor to install column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03820","4/4 x 4"" HARDIE BOARD","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03821","134Roofnail","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03822","1-3/4"" HDG ROOFING 50 LB BOX","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03823","1-1/4"" SS WHITE TRIM NAILS 1 POUND","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03824","Labor to Install columns","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03825","Custom Zee w/ Hem. 032 SCLAD Bone White l 10' Section","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03826","Kleer 3/8 panel","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03827","134ROOFNAIL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03828","J-CHANNEL ""COLONIAL WHITE""","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03829","134ROOFNAIL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03830","134ROOFNAIL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03831","PVC 4x8 5/8 thick Sheet","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03832","Kleer PVC 5/4x8","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03833","Labor to install column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03834","Labor to install column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03835","Labor to install column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03836","Labor to install Column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03837","Labor to install Column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03838","Labor to install Column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03839","HARDIE 7.25 X 12 SM","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03840","240 HAND RAIL 1-1/4 X 2-1/4 RL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03841","HARDIE 1 X 3 X 12 BATTEN","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03842","TRTD 4 X 4 X 16 
*#1GC","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03843","TRTD SIDING 19/32 4X8 4OC","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03844","DAT TREATED 2 X 4 X 16 
NOTES: PREMIER GC","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03845","DAT TREATED 2 X 6 X 16 
NOTES: PREMIER GC","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03846","TREATED 6 X 6 X 16 
NOTES: PREMIER GC","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03847","DAT TREATED 2 X 2 X 12 
NOTES: #1 GC JUMBO","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03848","D4 ENCORE NATURAL CLAY VINYL SIDING","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03849","134Roofnail","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03850","PVC 4x8 5/8 thick Sheet","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03851","134ROOFNAIL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03852","Mastic Ovation Dutchlap 4.5 Siding 
Deep Granite","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03853","MID-AMERICA BOARD & BATTEN (RAISED PANEL)
SHUTTERS SIZE 15"" X 60""","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03854","Labor to install Column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03855","134ROOFNAIL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03856","134ROOFNAIL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03857","SMALL J-BLOCK 
*WHITE*","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03858","CERTATRIM 1 X 6 X 18","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03859","SMALL J-BLOCK","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03860","3/4"" J-CHANNEL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03861","5/8"" J-CHANNEL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03862","Mastic Ovation Dutchlap 4.5 Siding 
Scottish Thistle","","-33","-33","-2084.61","-2084.61","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03863","Mastic Ovation Dutchlap 4.5 Siding Deep Granite","","-29","-29","-1831.93","-1831.93","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03864","134ROOFNAIL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03865","Vinyl Snips","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03866","HARDIE 1 X 4 X 12","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03867","HARDIE 1 X 10 X 12","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03868","MAB TRANTOP - Black","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03869","TRM 5/4 CP NT3 SM HZ10 9.25X12' AW-80 Arctic White","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03870","5/16""X4X8
PRIMED BEADED PORCH
CEILING SM","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03871","1x8x12 Cedar","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03872","SCREENEZE 12 5PCS W","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03873","8FT X 100FT TUFF SCREEN","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03874","240 HAND RAIL 1-1/4 X 2-1/4 RL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03875","POST MOUNTING BRACKETS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03876","VINYL WHITE TRIM COLLAR","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03877","VINYL WHITE FLAT POST CAP","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03878","POST MOUNTING BRACKET","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03879","VINYL WHITE TRIM COLLAR","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03880","VINYL WHITE FLAT POST CAP","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03881","ZIP TAPE","","-12","-12","-383.40","-383.40","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03882","38"" POST SLEEVE WHITE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03883","44"" POST SLEEVE WHITE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03884","36""X4' CLASSIC SERIES RAIL SECTION W/ BRACKETS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03885","36""X6' CLASSIC SERIES RAIL SECTION W/ BRACKETS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03886","36""X5' CLASSIC STAIR RAIL SECTION W/ BRACKETS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03887","POST MOUNTING BRACKETS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03888","VINYL WHITE TRIM COLLAR","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03889","VINYL WHITE FLAT POST CAP","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03890","Roofnail","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03891","134ROOFNAIL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03892","36”x4’ color guard vinyl rails - white","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03893","36”x7’ color guard vinyl rails - white","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03894","36”x10’ color guard vinyl rails - white","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03895","6” color guard post sleeve","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03896","134ROOFNAIL","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03897","DAT TREATED 1 X 4 X 16
C&BRT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03898","MASTIC CEDAR DISCOVERY PERFECTION SHAKE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03899","DAT TREATED 2 X 2 X 12 
#1GC JUMBO","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03900","Labor to install Stair Rail","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03901","Labor to install column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03902","Labor to install Quickpost","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03903","Labor to install Flat Rail per LF","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03904","1x6x10 T&G","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03905","1x6x8 T&G","","5","5","54.00","54.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03906","1x4x12 Pine","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03907","2"" siding coil nails","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03908","5/4 X 6 ARCTIC","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03909","5/4 X 4 ARCTIC","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03910","POST MOUNTING BRACKET","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03911","VINYL WHITE TRIM COLLAR","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03912","VINYL WHITE FLAT POST CAP","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03913","38"" POST SLEEVE WHITE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03914","44"" POST SLEEVE WHITE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03915","CLASSIC 6' STAIR RAIL SECTION WITH BRACKETS","","1","1","105.53","105.53","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03916","CLASSIC 8' STAIR RAIL SECTION WITH BRACKETS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03917","CLASSIC 10' STAIR RAIL SECTION WITH BRACKETS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03918","1-3/4"" HOT DIPPED GALVANIZED 
ROOFING NAILS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03919","2-1/2"" STAINLESS STEEL
FINISHING NAILS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03920","Labor to install Column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03921","Labor to install column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03922","OSB Sheets","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03923","HOUSE WRAP TAPE","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03924","2"" FINISH NAILS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03925","LAN KILZ PRIMER 13 OZ. CAN","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03926","4/4 X 8 X 12 TRIM SE HZ10 PRIMED","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03927","AZEK TRIM BOARD FRONTIER WG 1 X 8 X 18","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03928","AZEK AZM6930 SILL MOULD 1-3/4"" X 2-1/32X16","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03929","JAMES HARDIE SOFFIT 24 X 96 VENT SM HZ10 PRIMED","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03930","BLUELINX 4X8 STAR BEAD AROUCO PLYBEAD 2IN OC","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03931","Mastic Ovation Dutchlap 4.5 Siding English Wedgewood","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03932","MID-AMERICA RAISED PANEL SHUTTERS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03933","ROYAL BUILDER T4 SOLID SOFFIT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03934","CLASSIC 8' STRAIGHT RAIL SECTION WITH BRACKETS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03935","Labor to install column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03936","MID-AMERICA 14"" X 59"" BOARD & BATTEN SHUTTERS
***BLACK*** (PAIR)","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03937","ALSCO C24 X 50 SM TRIM COIL WHITE
**ROLL**","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03938","Labor to install Column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03939","Mid America Vinyl Shutters 15""x84"" Raised Panel","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03940","Mid America Vinyl Shutters 15""x91"" Raised Panel","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03941","Labor to install column","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03942","16"" HARDIE PRIMED SOLID SOFFIT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03943","1 X 6 X 8 PT KDAT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03944","1 X 4 X 8 PT KDAT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03945","2 X 4 X 8 PT KDAT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03946","2"" 16 GAUGE BOX OF FINISH NAILS","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03947","1 X 6 X 8 PT KDAT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03948","2 X 4 X 8 PT KDAT","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03949","1x6x12 T&G","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03950","JH 2-1/2"" BATTEN STRIP HZ10 CDR PRIMED RUSTIC","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03951","MASTIC OVATION DUTCH LAP 4.5 - HARBOR GRAY","","0","0","0.00","0.00","0","0","0","0","","","","","No"
"Siding","Special Order","NSSO03952","MASTIC OVATION DUTCH LAP 4.5 - HARBOR GRAY","","0","0","0.00","0.00","0","0","0","0","","","","","No"
